Group Id,Question Group,Answer Group
85,"Do you have any hobbies ? Yes , I like collecting things . Oh , that ’ s interesting , and but what kind of things ? Several things , for example , Very coins , stamps , stones and so on . Oh , you ’ re not listening to me .
Do you have any hobbies ? Yes , I like collecting things . Oh , that ’ s interesting , and but what kind of things ? Several things , for example , Very coins , stamps , stones and so on . Well , I want to surprise my brother showing up .
Do you have any hobbies ? Yes , I like collecting things . Oh , that ’ s interesting , and but what kind of things ? Several things , for example , Very coins , stamps , stones and so on . Well , I want to surprise my brother showing .
Do you have any hobbies ? Yes , I like collecting things . Oh , that ’ s interesting , and but what kind of things ? Several things , for example , Very coins , stamps , stones and so on . Well , I want to surprise my brother showing up for his birthday .
Do you have any hobbies ? Yes , I like collecting things . Oh , that ’ s interesting , and but what kind of things ? Several things , for example , Very coins , stamps , stones and so on . Oh , you ’ re so kind of you .","Leave me alone .
Take me to the supplier , please .
Many people like that .
My watch me , I am going to be a member of the pool .
I like myself very much ."
86,"OK . Come back into the classroom , class . Does the class start again , Mam ? Yes , but to the heath , this break has long enough . Oh , breaktime flies . Oh , yeah ?
OK . Come back into the classroom , class . Does the class start again , Mam ? Yes , but to the heath , this break has long enough . Oh , breaktime flies . What do you think it ?
OK . Come back into the classroom , class . Does the class start again , Mam ? Yes , but to the heath , this break has long enough . Oh , breaktime flies . I ’ m sorry . I didn ’ t know that .
OK . Come back into the classroom , class . Does the class start again , Mam ? Yes , but to the heath , this break has long enough . Oh , breaktime flies . I ’ m sorry . I didn ’ t know .
OK . Come back into the classroom , class . Does the class start again , Mam ? Yes , but to the heath , this break has long enough . Oh , breaktime flies . I ’ m sorry . I didn ’ t know that . Let me see .","Well , I still start with the main history system , could I ?
I love it ! I really hate this class !
That ’ s all right . I really hate to go .
It ’ s all right .
No , this is the first time this year ."
87,"Even if our company didn't have a dress code , I still think people would wear formal clothing to work . I wouldn't be so sure ... People want to wear what they feel most comfortable in . Maybe that's true for some positions , but I think the marketing and sales staff would definitely not agree . They dress for success ! You can't go out on a sales call if you are dressed in jeans . It's just not respectful to you client . I think what you wear is so overrated . I would rather have a down-to-earth , honest and solid sales person than a painted , patent leather , designer suite salesman . Thank you very much .
Even if our company didn't have a dress code , I still think people would wear formal clothing to work . I wouldn't be so sure ... People want to wear what they feel most comfortable in . Maybe that's true for some positions , but I think the marketing and sales staff would definitely not agree . They dress for success ! You can't go out on a sales call if you are dressed in jeans . It's just not respectful to you client . I think what you wear is so overrated . I would rather have a down-to-earth , honest and solid sales person than a painted , patent leather , designer suite salesman . What do you think of big department store ?
Even if our company didn't have a dress code , I still think people would wear formal clothing to work . I wouldn't be so sure ... People want to wear what they feel most comfortable in . Maybe that's true for some positions , but I think the marketing and sales staff would definitely not agree . They dress for success ! You can't go out on a sales call if you are dressed in jeans . It's just not respectful to you client . I think what you wear is so overrated . I would rather have a down-to-earth , honest and solid sales person than a painted , patent leather , designer suite salesman . I see . What other languages can you speak ?
Even if our company didn't have a dress code , I still think people would wear formal clothing to work . I wouldn't be so sure ... People want to wear what they feel most comfortable in . Maybe that's true for some positions , but I think the marketing and sales staff would definitely not agree . They dress for success ! You can't go out on a sales call if you are dressed in jeans . It's just not respectful to you client . I think what you wear is so overrated . I would rather have a down-to-earth , honest and solid sales person than a painted , patent leather , designer suite salesman . What do you think of the literature course ?
Even if our company didn't have a dress code , I still think people would wear formal clothing to work . I wouldn't be so sure ... People want to wear what they feel most comfortable in . Maybe that's true for some positions , but I think the marketing and sales staff would definitely not agree . They dress for success ! You can't go out on a sales call if you are dressed in jeans . It's just not respectful to you client . I think what you wear is so overrated . I would rather have a down-to-earth , honest and solid sales person than a painted , patent leather , designer suite salesman . What do you think of the literature course .","You are welcome .
Well , it ’ s pretty bad . I really like it , but I ’ m not really into it .
I have a whole lesson of my whole family , and I would like to start with something special , too .
It's very exciting , but they are not really weird .
Of course very well . The ideas is terrible ."
88,"Do you believe in UFOs ? Of course , they are out there . But I never saw them . Are you stupid ? They are called UFOs , so not everybody can see them . You mean that you can them . That's right . I can see them in my dreams . They come to the earth ? No . Their task is to send the aliens here from the outer space . Aliens from the outer space ? Do you talk to them ? What do they look like ? OK , OK , one by one , please ! They look like robots , but they can speak . Their mission is to make friends with human beings . I see . What other languages can you speak ?
Do you believe in UFOs ? Of course , they are out there . But I never saw them . Are you stupid ? They are called UFOs , so not everybody can see them . You mean that you can them . That's right . I can see them in my dreams . They come to the earth ? No . Their task is to send the aliens here from the outer space . Aliens from the outer space ? Do you talk to them ? What do they look like ? OK , OK , one by one , please ! They look like robots , but they can speak . Their mission is to make friends with human beings . Well , I ’ m doing okay . And how about yourself ?
Do you believe in UFOs ? Of course , they are out there . But I never saw them . Are you stupid ? They are called UFOs , so not everybody can see them . You mean that you can them . That's right . I can see them in my dreams . They come to the earth ? No . Their task is to send the aliens here from the outer space . Aliens from the outer space ? Do you talk to them ? What do they look like ? OK , OK , one by one , please ! They look like robots , but they can speak . Their mission is to make friends with human beings . I see . How many people are you planning to invite and how much ?
Do you believe in UFOs ? Of course , they are out there . But I never saw them . Are you stupid ? They are called UFOs , so not everybody can see them . You mean that you can them . That's right . I can see them in my dreams . They come to the earth ? No . Their task is to send the aliens here from the outer space . Aliens from the outer space ? Do you talk to them ? What do they look like ? OK , OK , one by one , please ! They look like robots , but they can speak . Their mission is to make friends with human beings . I see . How many people are you planning to invite and how much would you like to spend per person ?
Do you believe in UFOs ? Of course , they are out there . But I never saw them . Are you stupid ? They are called UFOs , so not everybody can see them . You mean that you can them . That's right . I can see them in my dreams . They come to the earth ? No . Their task is to send the aliens here from the outer space . Aliens from the outer space ? Do you talk to them ? What do they look like ? OK , OK , one by one , please ! They look like robots , but they can speak . Their mission is to make friends with human beings . I see . How many people are you planning to invite and how much would like to spend per person ?","A little French .
Not so well , but ...
Let's have a vacation .
Well , I'm not sure , but I really can't stand it well . You know , I just want to read something in the office .
Well , the first year of our marriage , we started with a big child in the park , and in recent years , I guess ."
89,"You've heard of Bruce Jenner , haven't you ? He won the decathlon in the 1976 Olympics , right ? I read that he trained so much that he used to dream about jumping hurdles . I can think of better things to dream about ... Sure . Bring enough films , please .
You've heard of Bruce Jenner , haven't you ? He won the decathlon in the 1976 Olympics , right ? I read that he trained so much that he used to dream about jumping hurdles . I can think of better things to dream about ... Yes , I'd like five croissants , too .
You've heard of Bruce Jenner , haven't you ? He won the decathlon in the 1976 Olympics , right ? I read that he trained so much that he used to dream about jumping hurdles . I can think of better things to dream about ... Yes , I'd like another cup of coffee .
You've heard of Bruce Jenner , haven't you ? He won the decathlon in the 1976 Olympics , right ? I read that he trained so much that he used to dream about jumping hurdles . I can think of better things to dream about ... Yes , I'd like another cup of coffee . Make it .
You've heard of Bruce Jenner , haven't you ? He won the decathlon in the 1976 Olympics , right ? I read that he trained so much that he used to dream about jumping hurdles . I can think of better things to dream about ... Yes , I'd like another cup of coffee afterwards .","You must be win .
Oh , I see . You mean the one with the yellow bricks ?
Who was the big one ?
Actually , it must be Indian Yoga .
What does she look like ?"
90,"What's up ? You sound a little down in dumps . I quarreled with my roommate last night . He is really stubborn . Calm down ! Shouting won ’ t help ? He is really outrageous . What happened ? I went back home last night . You know tired as a dog , so I took a quick shower and went to bed . I couldn't fall asleep , because Brian was there in the living room , playing his stupid stereo so loud . I kindly told him to turn that down a little bit . He shouted at me . What ? He can't do this to you . Well , he did it anyway . Then he came into my room and shot all his shit blah blah blah ... you know . What did you do ? I shouted it back of course . Hold it , Mike . You won't accomplish anything by hollering at him , right ? You worked it all up till now . Why not wait until you cool down a bit ? What would you do if you were in my shoes ? Just stay cool . You know . When you get back home tonight , tell him that you didn't mean to quarrel with him . No way , Kate . I mean it's just not my fault . I see . Thanks a lot .
What's up ? You sound a little down in dumps . I quarreled with my roommate last night . He is really stubborn . Calm down ! Shouting won ’ t help ? He is really outrageous . What happened ? I went back home last night . You know tired as a dog , so I took a quick shower and went to bed . I couldn't fall asleep , because Brian was there in the living room , playing his stupid stereo so loud . I kindly told him to turn that down a little bit . He shouted at me . What ? He can't do this to you . Well , he did it anyway . Then he came into my room and shot all his shit blah blah blah ... you know . What did you do ? I shouted it back of course . Hold it , Mike . You won't accomplish anything by hollering at him , right ? You worked it all up till now . Why not wait until you cool down a bit ? What would you do if you were in my shoes ? Just stay cool . You know . When you get back home tonight , tell him that you didn't mean to quarrel with him . No way , Kate . I mean it's just not my fault . Well , I ’ m doing okay . And how about yourself ?
What's up ? You sound a little down in dumps . I quarreled with my roommate last night . He is really stubborn . Calm down ! Shouting won ’ t help ? He is really outrageous . What happened ? I went back home last night . You know tired as a dog , so I took a quick shower and went to bed . I couldn't fall asleep , because Brian was there in the living room , playing his stupid stereo so loud . I kindly told him to turn that down a little bit . He shouted at me . What ? He can't do this to you . Well , he did it anyway . Then he came into my room and shot all his shit blah blah blah ... you know . What did you do ? I shouted it back of course . Hold it , Mike . You won't accomplish anything by hollering at him , right ? You worked it all up till now . Why not wait until you cool down a bit ? What would you do if you were in my shoes ? Just stay cool . You know . When you get back home tonight , tell him that you didn't mean to quarrel with him . No way , Kate . I mean it's just not my fault . I see . How many people are you planning to invite and how much ?
What's up ? You sound a little down in dumps . I quarreled with my roommate last night . He is really stubborn . Calm down ! Shouting won ’ t help ? He is really outrageous . What happened ? I went back home last night . You know tired as a dog , so I took a quick shower and went to bed . I couldn't fall asleep , because Brian was there in the living room , playing his stupid stereo so loud . I kindly told him to turn that down a little bit . He shouted at me . What ? He can't do this to you . Well , he did it anyway . Then he came into my room and shot all his shit blah blah blah ... you know . What did you do ? I shouted it back of course . Hold it , Mike . You won't accomplish anything by hollering at him , right ? You worked it all up till now . Why not wait until you cool down a bit ? What would you do if you were in my shoes ? Just stay cool . You know . When you get back home tonight , tell him that you didn't mean to quarrel with him . No way , Kate . I mean it's just not my fault . Well , I ’ m doing okay . And how to yourself ?
What's up ? You sound a little down in dumps . I quarreled with my roommate last night . He is really stubborn . Calm down ! Shouting won ’ t help ? He is really outrageous . What happened ? I went back home last night . You know tired as a dog , so I took a quick shower and went to bed . I couldn't fall asleep , because Brian was there in the living room , playing his stupid stereo so loud . I kindly told him to turn that down a little bit . He shouted at me . What ? He can't do this to you . Well , he did it anyway . Then he came into my room and shot all his shit blah blah blah ... you know . What did you do ? I shouted it back of course . Hold it , Mike . You won't accomplish anything by hollering at him , right ? You worked it all up till now . Why not wait until you cool down a bit ? What would you do if you were in my shoes ? Just stay cool . You know . When you get back home tonight , tell him that you didn't mean to quarrel with him . No way , Kate . I mean it's just not my fault . I see . How many people are you planning to invite and how much .","I saw you a date .
I don't understand . What about you ?
He is a wonderful choice . The first thing to be upset , I guess .
We're going to visit my sister in the next couple of days .
Believe me , you really look much better than before ."
91,"We have been over this a hundred times ! We are not getting a pet ! Why not ? Come on ! Just a cute little puppy . or a kitty ! Who is going to look after a dog or a cat ? I will ! I ’ ll feed it , bathe it and walk it every day ! We can get a Labrador or a German Shepard ! What if we want to take a vacation ? Who will we leave it with ? Plus , our apartment is too small for that breed of dog . Ok . How about we get a cat or a ferret ? We ’ re planning on having children soon , I don ’ t think those animals are a good idea with a baby in the house . Fine ! Let ’ s get a bird then ! We can keep it in its cage and teach it to talk ! A parrot would be awesome ! Yes , I am .
We have been over this a hundred times ! We are not getting a pet ! Why not ? Come on ! Just a cute little puppy . or a kitty ! Who is going to look after a dog or a cat ? I will ! I ’ ll feed it , bathe it and walk it every day ! We can get a Labrador or a German Shepard ! What if we want to take a vacation ? Who will we leave it with ? Plus , our apartment is too small for that breed of dog . Ok . How about we get a cat or a ferret ? We ’ re planning on having children soon , I don ’ t think those animals are a good idea with a baby in the house . Fine ! Let ’ s get a bird then ! We can keep it in its cage and teach it to talk ! A parrot would be awesome ! Well , I want to surprise my brother showing up .
We have been over this a hundred times ! We are not getting a pet ! Why not ? Come on ! Just a cute little puppy . or a kitty ! Who is going to look after a dog or a cat ? I will ! I ’ ll feed it , bathe it and walk it every day ! We can get a Labrador or a German Shepard ! What if we want to take a vacation ? Who will we leave it with ? Plus , our apartment is too small for that breed of dog . Ok . How about we get a cat or a ferret ? We ’ re planning on having children soon , I don ’ t think those animals are a good idea with a baby in the house . Fine ! Let ’ s get a bird then ! We can keep it in its cage and teach it to talk ! A parrot would be awesome ! I am sorry , could you repeat it please ?
We have been over this a hundred times ! We are not getting a pet ! Why not ? Come on ! Just a cute little puppy . or a kitty ! Who is going to look after a dog or a cat ? I will ! I ’ ll feed it , bathe it and walk it every day ! We can get a Labrador or a German Shepard ! What if we want to take a vacation ? Who will we leave it with ? Plus , our apartment is too small for that breed of dog . Ok . How about we get a cat or a ferret ? We ’ re planning on having children soon , I don ’ t think those animals are a good idea with a baby in the house . Fine ! Let ’ s get a bird then ! We can keep it in its cage and teach it to talk ! A parrot would be awesome ! Well , I want to surprise my brother showing .
We have been over this a hundred times ! We are not getting a pet ! Why not ? Come on ! Just a cute little puppy . or a kitty ! Who is going to look after a dog or a cat ? I will ! I ’ ll feed it , bathe it and walk it every day ! We can get a Labrador or a German Shepard ! What if we want to take a vacation ? Who will we leave it with ? Plus , our apartment is too small for that breed of dog . Ok . How about we get a cat or a ferret ? We ’ re planning on having children soon , I don ’ t think those animals are a good idea with a baby in the house . Fine ! Let ’ s get a bird then ! We can keep it in its cage and teach it to talk ! A parrot would be awesome ! Well , I ’ m doing okay . And how about yourself ?","Then you can make it , too .
I hope you can make anything else , you know .
Sure , you ’ re going to wait a minute .
I hope you can make anything else , you know .
Not so well . To be honest , I really don't know anything about it ."
92,"I have some great news ! I was able to switch to the night shift ! I knew everything would work out for you ! I got to meet the night Anger today too . We got along right from the start . Wonderful ! Do you already have your work schedule ? Not yet , I pick it up tomorrow . Do you know what you will be doing yet ? I see . What other languages can you speak ?
I have some great news ! I was able to switch to the night shift ! I knew everything would work out for you ! I got to meet the night Anger today too . We got along right from the start . Wonderful ! Do you already have your work schedule ? Not yet , I pick it up tomorrow . Do you know what you will be doing yet ? I see . What other languages ?
I have some great news ! I was able to switch to the night shift ! I knew everything would work out for you ! I got to meet the night Anger today too . We got along right from the start . Wonderful ! Do you already have your work schedule ? Not yet , I pick it up tomorrow . Do you know what you will be doing yet ? I hope so . But I'm always caught short .
I have some great news ! I was able to switch to the night shift ! I knew everything would work out for you ! I got to meet the night Anger today too . We got along right from the start . Wonderful ! Do you already have your work schedule ? Not yet , I pick it up tomorrow . Do you know what you will be doing yet ? I see . What other languages can I get there ?
I have some great news ! I was able to switch to the night shift ! I knew everything would work out for you ! I got to meet the night Anger today too . We got along right from the start . Wonderful ! Do you already have your work schedule ? Not yet , I pick it up tomorrow . Do you know what you will be doing yet ? I see . What other languages can I do ?","I have accumulated a current job 7 days .
I come from PCC or so .
After you , I am just thinking about it , but I'm not sure if I'll have enough money .
well , let me tell you what I want to do .
I am going to take some university jobs for the first time . I don't know what to do now ."
93,"Here is the fish counter . Look at the lobsters and crabs . Shall we have some ? I'm allergic to these things , you know . Sorry , I forgot . I don ’ t like seafood , neither . Let ’ s go over there and get some milk , a couple dozen eggs and some orange juice . Thank you .
Here is the fish counter . Look at the lobsters and crabs . Shall we have some ? I'm allergic to these things , you know . Sorry , I forgot . I don ’ t like seafood , neither . Let ’ s go over there and get some milk , a couple dozen eggs and some orange juice . Thank you for your help .
Here is the fish counter . Look at the lobsters and crabs . Shall we have some ? I'm allergic to these things , you know . Sorry , I forgot . I don ’ t like seafood , neither . Let ’ s go over there and get some milk , a couple dozen eggs and some orange juice . I see . What other languages can you speak ?
Here is the fish counter . Look at the lobsters and crabs . Shall we have some ? I'm allergic to these things , you know . Sorry , I forgot . I don ’ t like seafood , neither . Let ’ s go over there and get some milk , a couple dozen eggs and some orange juice . Thank you for your help you .
Here is the fish counter . Look at the lobsters and crabs . Shall we have some ? I'm allergic to these things , you know . Sorry , I forgot . I don ’ t like seafood , neither . Let ’ s go over there and get some milk , a couple dozen eggs and some orange juice . Thank you . Would you like a window seat ?","It ’ s a nice day to see you too .
You can go to the front floor , have you ?
Honest , hardworking and responsible .
You ’ re welcome . We can go to the palace first .
No , let ’ s go on the table . It ’ s a sic-fi thriller ."
94,"I'd like to make an appointment with Dr.Cooper.Could you arrange it for me ? Yes.Would tomorrow morning be all right with you ? Why ?
I'd like to make an appointment with Dr.Cooper.Could you arrange it for me ? Yes.Would tomorrow morning be all right with you ? Do you have any plans ?
I'd like to make an appointment with Dr.Cooper.Could you arrange it for me ? Yes.Would tomorrow morning be all right with you ? Yes , please .
I'd like to make an appointment with Dr.Cooper.Could you arrange it for me ? Yes.Would tomorrow morning be all right with you ? Do you think it leaves ?
I'd like to make an appointment with Dr.Cooper.Could you arrange it for me ? Yes.Would tomorrow morning be all right with you ? Yes , I like the style.Can I try on ?","Yes , I'd like to send this parcel to Changchun .
Yes , but I will be free tomorrow .
Would you like orchestra seats ?
Sure . What time does it start ?
Let me see ... what's the rate ?"
95,"I have a cell phone in my car . Now it's probably on the floor on the passenger side.Why don't you get it for me , and then I can call the police ? Alright . It doesn't work . It looks like it's broken . I need to get to a hospital . You should drive me there . Oh , yeah ? It's better if we make a police report first . Then you can go to the hospital . Damn it ! I'm injured here . We could wait all day for the police . Well , you'll just have to wait . I'm not going to move my car until the police arrive . I'll go into one of those houses over there and use their phone . Don't worry . You'll get to the hospital in time . It really hurts . Yes , maybe it does.But if you're going to drive like you did just now , you will have to get used to a little physical pain . You know what I mean ? Thank you .
I have a cell phone in my car . Now it's probably on the floor on the passenger side.Why don't you get it for me , and then I can call the police ? Alright . It doesn't work . It looks like it's broken . I need to get to a hospital . You should drive me there . Oh , yeah ? It's better if we make a police report first . Then you can go to the hospital . Damn it ! I'm injured here . We could wait all day for the police . Well , you'll just have to wait . I'm not going to move my car until the police arrive . I'll go into one of those houses over there and use their phone . Don't worry . You'll get to the hospital in time . It really hurts . Yes , maybe it does.But if you're going to drive like you did just now , you will have to get used to a little physical pain . You know what I mean ? I see . What other languages can you speak ?
I have a cell phone in my car . Now it's probably on the floor on the passenger side.Why don't you get it for me , and then I can call the police ? Alright . It doesn't work . It looks like it's broken . I need to get to a hospital . You should drive me there . Oh , yeah ? It's better if we make a police report first . Then you can go to the hospital . Damn it ! I'm injured here . We could wait all day for the police . Well , you'll just have to wait . I'm not going to move my car until the police arrive . I'll go into one of those houses over there and use their phone . Don't worry . You'll get to the hospital in time . It really hurts . Yes , maybe it does.But if you're going to drive like you did just now , you will have to get used to a little physical pain . You know what I mean ? Well , I want to surprise my brother showing up .
I have a cell phone in my car . Now it's probably on the floor on the passenger side.Why don't you get it for me , and then I can call the police ? Alright . It doesn't work . It looks like it's broken . I need to get to a hospital . You should drive me there . Oh , yeah ? It's better if we make a police report first . Then you can go to the hospital . Damn it ! I'm injured here . We could wait all day for the police . Well , you'll just have to wait . I'm not going to move my car until the police arrive . I'll go into one of those houses over there and use their phone . Don't worry . You'll get to the hospital in time . It really hurts . Yes , maybe it does.But if you're going to drive like you did just now , you will have to get used to a little physical pain . You know what I mean ? Thank you . Would you like a window seat ?
I have a cell phone in my car . Now it's probably on the floor on the passenger side.Why don't you get it for me , and then I can call the police ? Alright . It doesn't work . It looks like it's broken . I need to get to a hospital . You should drive me there . Oh , yeah ? It's better if we make a police report first . Then you can go to the hospital . Damn it ! I'm injured here . We could wait all day for the police . Well , you'll just have to wait . I'm not going to move my car until the police arrive . I'll go into one of those houses over there and use their phone . Don't worry . You'll get to the hospital in time . It really hurts . Yes , maybe it does.But if you're going to drive like you did just now , you will have to get used to a little physical pain . You know what I mean ? I see . What other languages can I get there ?","You're welcome .
I have accumulated a wealth of practical experience .
Good . You want to stay at home , shall we ?
Yes , let me see . I think you're right .
Well , not really that you're going to stay in a while ."
96,"Look at the show on TV . I am watching a food show at a very famous seafood restaurant . I really want to eat at that restaurant . I am a seafood lover . Speaking of seafood , my mouth is watering . Let's go to the seafood restaurant in our neighborhood . Sound great . Let's go ! Look at the crystal clear fridge . You can see so many kinds of seafood in it . They all look very fresh and delicious . True . I would like to have some salmon sashimi and a roast salmon head . You sound like a seafood expert . I would like to have some stir-fried squids and steamed shrimps . You are not too bad as well . I also want to have a steamed lobster . It is really taste like heaven . Let's go into the restaurant and find a table to order some food . Yes . Our guest team is really tough .
Look at the show on TV . I am watching a food show at a very famous seafood restaurant . I really want to eat at that restaurant . I am a seafood lover . Speaking of seafood , my mouth is watering . Let's go to the seafood restaurant in our neighborhood . Sound great . Let's go ! Look at the crystal clear fridge . You can see so many kinds of seafood in it . They all look very fresh and delicious . True . I would like to have some salmon sashimi and a roast salmon head . You sound like a seafood expert . I would like to have some stir-fried squids and steamed shrimps . You are not too bad as well . I also want to have a steamed lobster . It is really taste like heaven . Let's go into the restaurant and find a table to order some food . I see . What other languages can you speak ?
Look at the show on TV . I am watching a food show at a very famous seafood restaurant . I really want to eat at that restaurant . I am a seafood lover . Speaking of seafood , my mouth is watering . Let's go to the seafood restaurant in our neighborhood . Sound great . Let's go ! Look at the crystal clear fridge . You can see so many kinds of seafood in it . They all look very fresh and delicious . True . I would like to have some salmon sashimi and a roast salmon head . You sound like a seafood expert . I would like to have some stir-fried squids and steamed shrimps . You are not too bad as well . I also want to have a steamed lobster . It is really taste like heaven . Let's go into the restaurant and find a table to order some food . Yes , I am .
Look at the show on TV . I am watching a food show at a very famous seafood restaurant . I really want to eat at that restaurant . I am a seafood lover . Speaking of seafood , my mouth is watering . Let's go to the seafood restaurant in our neighborhood . Sound great . Let's go ! Look at the crystal clear fridge . You can see so many kinds of seafood in it . They all look very fresh and delicious . True . I would like to have some salmon sashimi and a roast salmon head . You sound like a seafood expert . I would like to have some stir-fried squids and steamed shrimps . You are not too bad as well . I also want to have a steamed lobster . It is really taste like heaven . Let's go into the restaurant and find a table to order some food . Well , I want to surprise my brother showing up .
Look at the show on TV . I am watching a food show at a very famous seafood restaurant . I really want to eat at that restaurant . I am a seafood lover . Speaking of seafood , my mouth is watering . Let's go to the seafood restaurant in our neighborhood . Sound great . Let's go ! Look at the crystal clear fridge . You can see so many kinds of seafood in it . They all look very fresh and delicious . True . I would like to have some salmon sashimi and a roast salmon head . You sound like a seafood expert . I would like to have some stir-fried squids and steamed shrimps . You are not too bad as well . I also want to have a steamed lobster . It is really taste like heaven . Let's go into the restaurant and find a table to order some food . Well , I want to surprise my brother showing up for his birthday .","Well . You may have to wait for the rest of the day .
Honest , hardworking and responsible .
That's great ! You always have some difficulty in this movie .
You may have some better deodorant .
Let me take a look , so I don't think much of this one ."
97,"I'll be willing to come and talk about the financing of our imports . It can be solved by drawing a draft on us at 90 days sight . What about a draft at 120 days sight ? All right . But we demand the draft be accepted by a bank acceptable to us . A bank's acceptance will add to the costs of our imports . You can rest assured that we will accept the draft and honour it when it comes due . Then we will be in a position to arrange for a loan from our bank . You know we exports would like to have our investments returned as early as possible . Thank you very much .
I'll be willing to come and talk about the financing of our imports . It can be solved by drawing a draft on us at 90 days sight . What about a draft at 120 days sight ? All right . But we demand the draft be accepted by a bank acceptable to us . A bank's acceptance will add to the costs of our imports . You can rest assured that we will accept the draft and honour it when it comes due . Then we will be in a position to arrange for a loan from our bank . You know we exports would like to have our investments returned as early as possible . He is then in a very difficult situation .
I'll be willing to come and talk about the financing of our imports . It can be solved by drawing a draft on us at 90 days sight . What about a draft at 120 days sight ? All right . But we demand the draft be accepted by a bank acceptable to us . A bank's acceptance will add to the costs of our imports . You can rest assured that we will accept the draft and honour it when it comes due . Then we will be in a position to arrange for a loan from our bank . You know we exports would like to have our investments returned as early as possible . What do you think of big department store ?
I'll be willing to come and talk about the financing of our imports . It can be solved by drawing a draft on us at 90 days sight . What about a draft at 120 days sight ? All right . But we demand the draft be accepted by a bank acceptable to us . A bank's acceptance will add to the costs of our imports . You can rest assured that we will accept the draft and honour it when it comes due . Then we will be in a position to arrange for a loan from our bank . You know we exports would like to have our investments returned as early as possible . I see . What other languages can you speak ?
I'll be willing to come and talk about the financing of our imports . It can be solved by drawing a draft on us at 90 days sight . What about a draft at 120 days sight ? All right . But we demand the draft be accepted by a bank acceptable to us . A bank's acceptance will add to the costs of our imports . You can rest assured that we will accept the draft and honour it when it comes due . Then we will be in a position to arrange for a loan from our bank . You know we exports would like to have our investments returned as early as possible . He is then in a very difficult to be because he is a white business .","You're welcome .
Is that true ?
It's fun walking around them , but they will be ready in a few days .
I have accumulated a wealth of practical experience , and be especially interested in this sort of job . I need to start with the Great maintenance .
Sure you are , isn't it ?"
98,"xcuse me , could you tell me which line I ’ m supposed to stand in to buy bubble wrap and to post a package ? you can buy the bubble wrap here , but you ’ ll have to stand in line over here to post your passage . that ’ s a really long line . How long do you think it ’ ll take to get through all those people ? it takes about 3 minutes per person , so it ’ ll probably be about an hour ’ s wait . can I buy stamps here ? sure . How many would you like ? I need 30 for my Christmas cards . are you sending them abroad ? twenty of them are going abroad to China and America . do you have any going anywhere in the EU ? If you do , those are less expensive . no . ok , here you go . That will be 18 pounds and seventy two pence . Well , I ’ m doing okay . And how about yourself ?
xcuse me , could you tell me which line I ’ m supposed to stand in to buy bubble wrap and to post a package ? you can buy the bubble wrap here , but you ’ ll have to stand in line over here to post your passage . that ’ s a really long line . How long do you think it ’ ll take to get through all those people ? it takes about 3 minutes per person , so it ’ ll probably be about an hour ’ s wait . can I buy stamps here ? sure . How many would you like ? I need 30 for my Christmas cards . are you sending them abroad ? twenty of them are going abroad to China and America . do you have any going anywhere in the EU ? If you do , those are less expensive . no . ok , here you go . That will be 18 pounds and seventy two pence . Oh , I ’ m sorry . I didn ’ t know that .
xcuse me , could you tell me which line I ’ m supposed to stand in to buy bubble wrap and to post a package ? you can buy the bubble wrap here , but you ’ ll have to stand in line over here to post your passage . that ’ s a really long line . How long do you think it ’ ll take to get through all those people ? it takes about 3 minutes per person , so it ’ ll probably be about an hour ’ s wait . can I buy stamps here ? sure . How many would you like ? I need 30 for my Christmas cards . are you sending them abroad ? twenty of them are going abroad to China and America . do you have any going anywhere in the EU ? If you do , those are less expensive . no . ok , here you go . That will be 18 pounds and seventy two pence . Well , I ’ m doing okay . And how about yourself .
xcuse me , could you tell me which line I ’ m supposed to stand in to buy bubble wrap and to post a package ? you can buy the bubble wrap here , but you ’ ll have to stand in line over here to post your passage . that ’ s a really long line . How long do you think it ’ ll take to get through all those people ? it takes about 3 minutes per person , so it ’ ll probably be about an hour ’ s wait . can I buy stamps here ? sure . How many would you like ? I need 30 for my Christmas cards . are you sending them abroad ? twenty of them are going abroad to China and America . do you have any going anywhere in the EU ? If you do , those are less expensive . no . ok , here you go . That will be 18 pounds and seventy two pence . Oh , I ’ m sorry . I didn ’ t know what I take ?
xcuse me , could you tell me which line I ’ m supposed to stand in to buy bubble wrap and to post a package ? you can buy the bubble wrap here , but you ’ ll have to stand in line over here to post your passage . that ’ s a really long line . How long do you think it ’ ll take to get through all those people ? it takes about 3 minutes per person , so it ’ ll probably be about an hour ’ s wait . can I buy stamps here ? sure . How many would you like ? I need 30 for my Christmas cards . are you sending them abroad ? twenty of them are going abroad to China and America . do you have any going anywhere in the EU ? If you do , those are less expensive . no . ok , here you go . That will be 18 pounds and seventy two pence . Oh , I ’ m sorry . I didn ’ t know what I get it ?","Not so well . What are you going to get ?
That ’ s all right . Thank you for all your help .
But I ’ m glad you are able to make it .
I can have a control of the office right now .
Sure , let ’ s go on the list at the first time ."
